"No.","Time","Source","Source Port","Destination","Destination Port","Protocol","Length","Next Sequence Number","This is an ACK to the segment in frame","Bytes in flight","Info"
"585","142.814152649","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1415","584","1","Telnet Data ..."
"586","142.814164815","192.168.56.102","47226","192.168.56.101","23","TCP","66","187","585","","47226  >  23 [ACK] Seq=187 Ack=1415 Win=64128 Len=0 TSval=2622784746 TSecr=3033"
"587","143.240013811","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"588","143.240013872","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"589","143.596185481","192.168.56.102","47226","192.168.56.101","23","TELNET","67","188","","1","Telnet Data ..."
"590","143.596779460","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1416","589","1","Telnet Data ..."
"591","143.596793718","192.168.56.102","47226","192.168.56.101","23","TCP","66","188","590","","47226  >  23 [ACK] Seq=188 Ack=1416 Win=64128 Len=0 TSval=2622785528 TSecr=3111"
"592","143.816722392","192.168.56.102","47226","192.168.56.101","23","TELNET","67","189","","1","Telnet Data ..."
"593","143.817218458","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1417","592","1","Telnet Data ..."
"594","143.817231335","192.168.56.102","47226","192.168.56.101","23","TCP","66","189","593","","47226  >  23 [ACK] Seq=189 Ack=1417 Win=64128 Len=0 TSval=2622785749 TSecr=3133"
"595","143.956223155","192.168.56.102","47226","192.168.56.101","23","TELNET","67","190","","1","Telnet Data ..."
"596","143.956727700","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1418","595","1","Telnet Data ..."
"597","143.956743237","192.168.56.102","47226","192.168.56.101","23","TCP","66","190","596","","47226  >  23 [ACK] Seq=190 Ack=1418 Win=64128 Len=0 TSval=2622785888 TSecr=3147"
"598","144.167735896","192.168.56.102","47226","192.168.56.101","23","TELNET","67","191","","1","Telnet Data ..."
"599","144.168148350","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1419","598","1","Telnet Data ..."
"600","144.168161968","192.168.56.102","47226","192.168.56.101","23","TCP","66","191","599","","47226  >  23 [ACK] Seq=191 Ack=1419 Win=64128 Len=0 TSval=2622786100 TSecr=3168"
"601","144.270364751","192.168.56.102","47226","192.168.56.101","23","TELNET","67","192","","1","Telnet Data ..."
"602","144.270905669","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1420","601","1","Telnet Data ..."
"603","144.270918308","192.168.56.102","47226","192.168.56.101","23","TCP","66","192","602","","47226  >  23 [ACK] Seq=192 Ack=1420 Win=64128 Len=0 TSval=2622786202 TSecr=3179"
"604","144.469450425","192.168.56.102","47226","192.168.56.101","23","TELNET","68","194","","2","Telnet Data ..."
"605","144.469901394","192.168.56.101","23","192.168.56.102","47226","TELNET","68","1422","604","2","Telnet Data ..."
"606","144.469914730","192.168.56.102","47226","192.168.56.101","23","TCP","66","194","605","","47226  >  23 [ACK] Seq=194 Ack=1422 Win=64128 Len=0 TSval=2622786401 TSecr=3199"
"607","144.470232354","192.168.56.101","23","192.168.56.102","47226","TELNET","110","1466","","44","Telnet Data ..."
"608","144.470239515","192.168.56.102","47226","192.168.56.101","23","TCP","66","194","607","","47226  >  23 [ACK] Seq=194 Ack=1466 Win=64128 Len=0 TSval=2622786402 TSecr=3199"
"609","145.238723653","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"610","145.238723716","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"611","145.238812726","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"612","145.238812779","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"613","145.405701475","192.168.56.102","47226","192.168.56.101","23","TELNET","67","195","","1","Telnet Data ..."
"614","145.406113670","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1467","613","1","Telnet Data ..."
"615","145.406125088","192.168.56.102","47226","192.168.56.101","23","TCP","66","195","614","","47226  >  23 [ACK] Seq=195 Ack=1467 Win=64128 Len=0 TSval=2622787337 TSecr=3292"
"616","145.593354037","192.168.56.102","47226","192.168.56.101","23","TELNET","67","196","","1","Telnet Data ..."
"617","145.593833623","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1468","616","1","Telnet Data ..."
"618","145.593846773","192.168.56.102","47226","192.168.56.101","23","TCP","66","196","617","","47226  >  23 [ACK] Seq=196 Ack=1468 Win=64128 Len=0 TSval=2622787525 TSecr=3311"
"619","146.399379057","192.168.56.102","47226","192.168.56.101","23","TELNET","67","197","","1","Telnet Data ..."
"620","146.399949556","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1469","619","1","Telnet Data ..."
"621","146.399963653","192.168.56.102","47226","192.168.56.101","23","TCP","66","197","620","","47226  >  23 [ACK] Seq=197 Ack=1469 Win=64128 Len=0 TSval=2622788331 TSecr=3392"
"622","146.516706838","192.168.56.102","47226","192.168.56.101","23","TELNET","67","198","","1","Telnet Data ..."
"623","146.517196162","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1470","622","1","Telnet Data ..."
"624","146.517209679","192.168.56.102","47226","192.168.56.101","23","TCP","66","198","623","","47226  >  23 [ACK] Seq=198 Ack=1470 Win=64128 Len=0 TSval=2622788449 TSecr=3403"
"625","146.718694109","192.168.56.102","47226","192.168.56.101","23","TELNET","68","200","","2","Telnet Data ..."
"626","146.719125543","192.168.56.101","23","192.168.56.102","47226","TELNET","68","1472","625","2","Telnet Data ..."
"627","146.719138957","192.168.56.102","47226","192.168.56.101","23","TCP","66","200","626","","47226  >  23 [ACK] Seq=200 Ack=1472 Win=64128 Len=0 TSval=2622788651 TSecr=3424"
"628","146.719417661","192.168.56.101","23","192.168.56.102","47226","TELNET","74","1480","","8","Telnet Data ..."
"629","146.719426023","192.168.56.102","47226","192.168.56.101","23","TCP","66","200","628","","47226  >  23 [ACK] Seq=200 Ack=1480 Win=64128 Len=0 TSval=2622788651 TSecr=3424"
"630","146.720082235","192.168.56.101","23","192.168.56.102","47226","TCP","66","1481","","","23  >  47226 [FIN, ACK] Seq=1480 Ack=200 Win=5824 Len=0 TSval=3424 TSecr=2622788651"
"631","146.720151680","192.168.56.102","47226","192.168.56.101","23","TCP","66","201","630","","47226  >  23 [FIN, ACK] Seq=200 Ack=1481 Win=64128 Len=0 TSval=2622788652 TSecr=3424"
"632","146.720482772","192.168.56.101","23","192.168.56.102","47226","TCP","66","1481","631","","23  >  47226 [ACK] Seq=1481 Ack=201 Win=5824 Len=0 TSval=3424 TSecr=2622788652"
"633","147.238128081","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"634","147.238128136","192.168.56.101","137","192.168.56.255","137","NBNS","92","","","","Name query NB WORKGROUP<1d>"
"635","148.621901369","192.168.56.1","57621","192.168.56.255","57621","UDP","86","","","","57621  >  57621 Len=44"
"636","158.236017557","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"637","158.236017608","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"638","160.235052768","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"639","160.235052841","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"640","162.234672077","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"641","162.234672139","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"642","164.234732775","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"643","164.234732831","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"644","166.234204330","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"645","166.234204391","192.168.56.101","138","192.168.56.255","138","BROWSER","239","","","","Browser Election Request"
"646","166.234204424","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"647","166.234204459","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"648","168.233394018","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"649","168.233394067","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"650","168.233394096","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"651","168.233394127","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"652","170.233219360","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"653","170.233219420","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB <01><02>__MSBROWSE__<02><01>"
"654","170.233219448","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"655","170.233219479","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"656","172.232308732","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"657","172.232308783","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"658","172.232308812","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"659","172.232308839","192.168.56.101","137","192.168.56.255","137","NBNS","110","","","","Registration NB WORKGROUP<1d>"
"660","172.418861758","192.168.56.102","38248","192.168.56.1","80","TCP","74","1","","","38248  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2793572205 TSecr=0 WS=128"
"661","172.418904789","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.2? Tell 192.168.56.102"
"662","172.418921622","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.3? Tell 192.168.56.102"
"663","172.418946388","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.4? Tell 192.168.56.102"
"664","172.418962886","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.5? Tell 192.168.56.102"
"665","172.418978536","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.6? Tell 192.168.56.102"
"666","172.419025745","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.7? Tell 192.168.56.102"
"667","172.419603182","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.2? Tell 192.168.56.102"
"668","172.419603226","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.3? Tell 192.168.56.102"
"669","172.419603253","0a:00:27:00:00:00","","Broadcast","","ARP","60","","","","Who has 192.168.56.102? Tell 192.168.56.1"
"670","172.419603279","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.4? Tell 192.168.56.102"
"671","172.419603304","192.168.56.1","80","192.168.56.102","38248","TCP","60","1","660","","80  >  38248 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"672","172.419612793","PCSSystemtec_e5:53:72","","0a:00:27:00:00:00","","ARP","42","","","","192.168.56.102 is at 08:00:27:e5:53:72"
"673","172.419603330","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.5? Tell 192.168.56.102"
"674","172.419603357","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.6? Tell 192.168.56.102"
"675","172.419603382","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.7? Tell 192.168.56.102"
"676","172.419708689","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.8? Tell 192.168.56.102"
"677","172.419732216","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.9? Tell 192.168.56.102"
"678","172.419752750","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.10? Tell 192.168.56.102"
"679","172.419894557","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.8? Tell 192.168.56.102"
"680","172.419894642","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.9? Tell 192.168.56.102"
"681","172.419983261","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.10? Tell 192.168.56.102"
"682","172.420076395","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.13? Tell 192.168.56.102"
"683","172.420100373","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.14? Tell 192.168.56.102"
"684","172.420177548","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.13? Tell 192.168.56.102"
"685","172.420177592","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.14? Tell 192.168.56.102"
"686","172.519074900","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.57? Tell 192.168.56.102"
"687","172.519223072","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.60? Tell 192.168.56.102"
"688","172.519295436","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.57? Tell 192.168.56.102"
"689","172.519295515","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.60? Tell 192.168.56.102"
"690","172.519328725","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.61? Tell 192.168.56.102"
"691","172.519355404","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.62? Tell 192.168.56.102"
"692","172.519375438","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.63? Tell 192.168.56.102"
"693","172.519442549","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.61? Tell 192.168.56.102"
"694","172.519442620","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.62? Tell 192.168.56.102"
"695","172.519479742","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.64? Tell 192.168.56.102"
"696","172.519670824","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.63? Tell 192.168.56.102"
"697","172.519670898","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.64? Tell 192.168.56.102"
"698","172.519824352","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.71? Tell 192.168.56.102"
"699","172.519904353","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.74? Tell 192.168.56.102"
"700","172.519944022","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.71? Tell 192.168.56.102"
"701","172.520023151","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.74? Tell 192.168.56.102"
"702","172.520057154","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.75? Tell 192.168.56.102"
"703","172.520201923","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.75? Tell 192.168.56.102"
"704","172.520216498","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.78? Tell 192.168.56.102"
"705","172.520300261","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.81? Tell 192.168.56.102"
"706","172.520449463","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.78? Tell 192.168.56.102"
"707","172.520714985","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.81? Tell 192.168.56.102"
"708","172.619142521","PCSSystemtec_e5:53:72","","Broadcast","","ARP","42","","","","Who has 192.168.56.96? Tell 192.168.56.102"
"709","172.619312801","PCSSystemtec_e5:53:72","","Broadcast","","ARP","60","","","","Who has 192.168.56.96? Tell 192.168.56.102"
"710","172.619397022","192.168.56.102","39392","192.168.56.101","80","TCP","74","1","","","39392  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622814551 TSecr=0 WS=128"
"711","172.619701715","192.168.56.101","80","192.168.56.102","39392","TCP","74","1","710","","80  >  39392 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=6014 TSecr=2622814551 WS=64"
